# Time [MJD], Angular separation [deg]
5.897849456413523149e+04,8.178335571289062500e+01
5.897890556342891796e+04,8.135547637939453125e+01
5.897931656272261171e+04,8.101656341552734375e+01
5.897972756201629818e+04,8.055960845947265625e+01
5.898013856130999193e+04,8.020539093017578125e+01
5.898054956060367840e+04,7.978792572021484375e+01
5.898096055989737215e+04,7.938819122314453125e+01
5.898137155919105862e+04,7.900772094726562500e+01
5.898178255848475237e+04,7.857371520996093750e+01
5.898219355777843884e+04,7.823649597167968750e+01
5.898260455707213259e+04,7.778096008300781250e+01
5.898301555636581907e+04,7.742221832275390625e+01
5.898342655565951281e+04,7.701788330078125000e+01
5.898383755495319929e+04,7.660917663574218750e+01
5.898424855424689304e+04,7.625988006591796875e+01
5.898465955354057951e+04,7.580506134033203125e+01
5.898507055283427326e+04,7.546340179443359375e+01
5.898548155212795973e+04,7.503110504150390625e+01
5.898589255142165348e+04,7.464760589599609375e+01
5.898630355071533995e+04,7.426998901367187500e+01
5.898671455000903370e+04,7.383146667480468750e+01
5.898712554930272017e+04,7.349697875976562500e+01
5.898753654859641392e+04,7.304293823242187500e+01
5.898794754789010040e+04,7.268179321289062500e+01
5.898835854718379414e+04,7.225893402099609375e+01
5.898876954647748062e+04,7.186885070800781250e+01
5.898918054577117437e+04,7.150380706787109375e+01
5.898959154506486084e+04,7.106555175781250000e+01
5.899000254435855459e+04,7.072310638427734375e+01
5.899041354365224834e+04,7.028248596191406250e+01
