# Time [MJD], Angular separation [deg]
5.936919232799205201e+04,5.209274673461914062e+01
5.936960615581745515e+04,5.164096832275390625e+01
5.937001998364285100e+04,5.128586578369140625e+01
5.937043381146825413e+04,5.088510894775390625e+01
5.937084763929365727e+04,5.048111343383789062e+01
5.937126146711906040e+04,5.013505554199218750e+01
5.937167529494446353e+04,4.968405532836914062e+01
5.937208912276986666e+04,4.934596252441406250e+01
5.937250295059526979e+04,4.891645431518554688e+01
5.937291677842067293e+04,4.853736114501953125e+01
5.937333060624607606e+04,4.816229248046875000e+01
5.937374443407147919e+04,4.772861862182617188e+01
5.937415826189688232e+04,4.738528442382812500e+01
5.937457208972228545e+04,4.693357467651367188e+01
5.937498591754768859e+04,4.659114074707031250e+01
5.937539974537308444e+04,4.617192077636718750e+01
5.937581357319848757e+04,4.578654861450195312e+01
5.937622740102389071e+04,4.542451858520507812e+01
5.937664122884929384e+04,4.498308563232421875e+01
5.937705505667469697e+04,4.465274047851562500e+01
5.937746888450010010e+04,4.421392822265625000e+01
5.937788271232550323e+04,4.384966659545898438e+01
5.937829654015090637e+04,4.345830917358398438e+01
5.937871036797630950e+04,4.304277038574218750e+01
5.937912419580171263e+04,4.270135879516601562e+01
5.937953802362711576e+04,4.224969100952148438e+01
5.937995185145251889e+04,4.190483474731445312e+01
5.938036567927792203e+04,4.148731231689453125e+01
5.938077950710331788e+04,4.110116195678710938e+01
5.938119333492872101e+04,4.074055480957031250e+01
5.938160716275412415e+04,4.029803848266601562e+01
5.938202099057952728e+04,3.996745681762695312e+01
5.938243481840493041e+04,3.953163909912109375e+01
5.938284864623033354e+04,3.916622543334960938e+01
5.938326247405573667e+04,3.875933456420898438e+01
5.938367630188113981e+04,3.836189270019531250e+01
5.938409012970654294e+04,3.800794982910156250e+01
5.938450395753194607e+04,3.756095504760742188e+01
5.938491778535734920e+04,3.722671508789062500e+01
5.938533161318275233e+04,3.679416275024414062e+01
5.938574544100815547e+04,3.642208099365234375e+01
5.938615926883355860e+04,3.604451751708984375e+01
5.938657309665895446e+04,3.561889648437500000e+01
5.938698692448435759e+04,3.528870010375976562e+01
5.938740075230976072e+04,3.483885955810546875e+01
5.938781458013516385e+04,3.448668289184570312e+01
5.938822840796056698e+04,3.408591461181640625e+01
5.938864223578597012e+04,3.368679809570312500e+01
5.938905606361137325e+04,3.333587265014648438e+01
5.938946989143677638e+04,3.288727951049804688e+01
5.938988371926217951e+04,3.255198669433593750e+01
5.939029754708758264e+04,3.210590744018554688e+01
5.939071137491298578e+04,3.174637413024902344e+01
5.939112520273838891e+04,3.135181236267089844e+01
5.939153903056379204e+04,3.094238281250000000e+01
5.939195285838919517e+04,3.059980392456054688e+01
5.939236668621459103e+04,3.014941215515136719e+01
5.939278051403999416e+04,2.980990982055664062e+01
5.939319434186539729e+04,2.939121246337890625e+01
5.939360816969080042e+04,2.900801467895507812e+01
5.939402199751620356e+04,2.864645767211914062e+01
5.939443582534160669e+04,2.820859718322753906e+01
5.939484965316700982e+04,2.787174987792968750e+01
5.939526348099241295e+04,2.743587493896484375e+01
5.939567730881781608e+04,2.707431793212890625e+01
5.939609113664321922e+04,2.666151046752929688e+01
5.939650496446862235e+04,2.626966476440429688e+01
5.939691879229402548e+04,2.591229248046875000e+01
5.939733262011942861e+04,2.546766853332519531e+01
5.939774644794482447e+04,2.513705062866210938e+01
5.939816027577022760e+04,2.470369338989257812e+01
5.939857410359563073e+04,2.433655357360839844e+01
5.939898793142103386e+04,2.395792770385742188e+01
5.939940175924643700e+04,2.353765106201171875e+01
5.939981558707184013e+04,2.320678138732910156e+01
5.940022941489724326e+04,2.275834465026855469e+01
5.940064324272264639e+04,2.241064071655273438e+01
5.940105707054804952e+04,2.200131607055664062e+01
5.940147089837345266e+04,2.160792922973632812e+01
5.940188472619885579e+04,2.125319862365722656e+01
5.940229855402425892e+04,2.080870628356933594e+01
5.940271238184966205e+04,2.047728157043457031e+01
5.940312620967505791e+04,2.003085899353027344e+01
5.940354003750046104e+04,1.967828178405761719e+01
5.940395386532586417e+04,1.928163337707519531e+01
5.940436769315126730e+04,1.888050079345703125e+01
5.940478152097667044e+04,1.853838157653808594e+01
5.940519534880207357e+04,1.809379005432128906e+01
5.940560917662747670e+04,1.775881195068359375e+01
5.940602300445287983e+04,1.733790969848632812e+01
5.940643683227828296e+04,1.696207618713378906e+01
5.940685066010368610e+04,1.659337425231933594e+01
5.940726448792908923e+04,1.616405677795410156e+01
5.940767831575449236e+04,1.583732223510742188e+01
5.940809214357989549e+04,1.539477062225341797e+01
5.940850597140529862e+04,1.504167652130126953e+01
5.940891979923070176e+04,1.464960479736328125e+01
5.940933362705609761e+04,1.424897193908691406e+01
5.940974745488150074e+04,1.391009140014648438e+01
5.941016128270690388e+04,1.346688938140869141e+01
5.941057511053230701e+04,1.313371372222900391e+01
5.941098893835771014e+04,1.272161483764648438e+01
5.941140276618311327e+04,1.234765148162841797e+01
5.941181659400851640e+04,1.196737194061279297e+01
5.941223042183391954e+04,1.155997467041015625e+01
5.941264424965932267e+04,1.122811889648437500e+01
5.941305807748472580e+04,1.078838729858398438e+01
5.941347190531012893e+04,1.045213413238525391e+01
5.941388573313553206e+04,1.004826259613037109e+01
5.941429956096093520e+04,9.671102523803710938e+00
5.941471338878633105e+04,9.324084281921386719e+00
5.941512721661173418e+04,8.897341728210449219e+00
5.941554104443713732e+04,8.580871582031250000e+00
5.941595487226254045e+04,8.165541648864746094e+00
5.941636870008794358e+04,7.817050933837890625e+00
5.941678252791334671e+04,7.457420825958251953e+00
5.941719635573874984e+04,7.064223289489746094e+00
5.941761018356415298e+04,6.750491619110107422e+00
5.941802401138955611e+04,6.334835529327392578e+00
5.941843783921495924e+04,6.018455028533935547e+00
5.941885166704036237e+04,5.630853176116943359e+00
5.941926549486576550e+04,5.300190448760986328e+00
5.941967932269116864e+04,4.974234104156494141e+00
5.942009315051656449e+04,4.613506317138671875e+00
5.942050697834196762e+04,4.342325687408447266e+00
5.942092080616737076e+04,3.989636898040771484e+00
5.942133463399277389e+04,3.727798700332641602e+00
5.942174846181817702e+04,3.451317310333251953e+00
5.942216228964358015e+04,3.200947046279907227e+00
5.942257611746898328e+04,3.011980295181274414e+00
5.942298994529438642e+04,2.812261104583740234e+00
5.942340377311978955e+04,2.702690839767456055e+00
5.942381760094519268e+04,2.620267629623413086e+00
5.942423142877059581e+04,2.605316877365112305e+00
5.942464525659599894e+04,2.644856929779052734e+00
5.942505908442140208e+04,2.754625558853149414e+00
5.942547291224680521e+04,2.885477066040039062e+00
5.942588674007220834e+04,3.100491523742675781e+00
5.942630056789760420e+04,3.308369636535644531e+00
5.942671439572300733e+04,3.583971500396728516e+00
5.942712822354841046e+04,3.860241889953613281e+00
5.942754205137381359e+04,4.136148929595947266e+00
5.942795587919921672e+04,4.489493846893310547e+00
5.942836970702461986e+04,4.764625549316406250e+00
5.942878353485002299e+04,5.141670227050781250e+00
5.942919736267542612e+04,5.460748672485351562e+00
5.942961119050082925e+04,5.810270786285400391e+00
5.943002501832623238e+04,6.186574459075927734e+00
5.943043884615163552e+04,6.499947547912597656e+00
5.943085267397703865e+04,6.919310092926025391e+00
5.943126650180244178e+04,7.242014884948730469e+00
5.943168032962783764e+04,7.636057853698730469e+00
5.943209415745324077e+04,8.002947807312011719e+00
5.943250798527864390e+04,8.345959663391113281e+00
5.943292181310404703e+04,8.770878791809082031e+00
5.943333564092945016e+04,9.089862823486328125e+00
5.943374946875485330e+04,9.510984420776367188e+00
5.943416329658025643e+04,9.866369247436523438e+00
5.943457712440565956e+04,1.026370716094970703e+01
5.943499095223106269e+04,1.065220832824707031e+01
5.943540478005646582e+04,1.100009441375732422e+01
